Family,Genus,Species,Genus corrected,Species corrected,Growth form,Plant traits,Plant trait value,Trait unit,Minimun value,Maximum value,Trait range mean value,Trait range unit,Sample size value,Sample unit,Origin,Deciduousness,Succession,Nitrogen fixing,Shade tolerance,Dispersal syndrome,Dispersal group,Pollination,Pollination group,Sexual system,Reproductive system,Resprouting capsule,Flower color 1,Flower color 2,Flowering period start,Flowering period end,Flower shape,Odour,Anthesis time,Fruit color,Fruit period start,Fruit period end,Fruit type,Fruit dehiscence,Fruit secundary structure,Seed color,Seed arillus,Arrilus color,Usefulness,Usefulness group,Source,Study Date,Study Country,Study State,Study City,Study Area,Study Bioma,Physiognomy type,Database DOI,Full Reference APA Database,Reference citation,Paper DOI,Full reference APA,Created At,Created By,Modified At,Modified By,Editor Name,Editor Email,Additional Notes
Solenaceae,Acnistus,arborescens,,,"tree, shrub",seed_freshmass,0.0003,g,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",seed_number,50,,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,max_height,2.37,m,0.51,,,,36,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,fruit_length,0.3,cm,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,fruit_freshmass,0.01,g,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,fruit_lipid,48.8,% dry mass,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,fruit_protein,10.7,% dry mass,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,fruit_totalc,2.2,% dry mass,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,seed_lenght,0.2,cm,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,seed_freshmass,0.004,g,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Cannabaceae,Trema,micrantha,,,tree,seed_number,1,,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,january,june,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Heliocarpus,popayanensis,,,tree,max_height,2.52,m,0.47,,,,36,,native,,,,,anemochory,,,,,,,,,,,,,,brown,august,november,,indehiscent,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Heliocarpus,popayanensis,,,tree,fruit_length,2.5,cm,,,,,,,native,,,,,anemochory,,,,,,,,,,,,,,brown,august,november,,indehiscent,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Heliocarpus,popayanensis,,,tree,fruit_freshmass,0.008,g,,,,,,,native,,,,,anemochory,,,,,,,,,,,,,,brown,august,november,,indehiscent,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Heliocarpus,popayanensis,,,tree,seed_lenght,0.6,cm,,,,,,,native,,,,,anemochory,,,,,,,,,,,,,,brown,august,november,,indehiscent,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Heliocarpus,popayanensis,,,tree,seed_freshmass,0.005,g,,,,,,,native,,,,,anemochory,,,,,,,,,,,,,,brown,august,november,,indehiscent,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Malvaceae,Heliocarpus,popayanensis,,,tree,seed_number,1,,,,,,,,native,,,,,anemochory,,,,,,,,,,,,,,brown,august,november,,indehiscent,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solanaceae,Acnistus,arborescens,,,shrub,fruit_length,6.05,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,october,december,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solanaceae,Acnistus,arborescens,,,shrub,fruit_diameter,6.27,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,october,december,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solanaceae,Acnistus,arborescens,,,shrub,fruit_freshmass,0.15,g,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,october,december,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solanaceae,Acnistus,arborescens,,,shrub,seed_freshmass,0.85,g,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,october,december,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solanaceae,Acnistus,arborescens,,,shrub,seed_number,12.7,,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,october,december,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliaceae,Trichilia,clausseni,,claussenii,tree,fruit_length,9.6,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,december,february,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliaceae,Trichilia,clausseni,,claussenii,tree,fruit_diameter,9.4,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,december,february,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliaceae,Trichilia,clausseni,,claussenii,tree,fruit_freshmass,0.5,g,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,december,february,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliaceae,Trichilia,clausseni,,claussenii,tree,seed_freshmass,0.1,g,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,december,february,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Meliaceae,Trichilia,clausseni,,claussenii,tree,seed_number,1.4,,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,december,february,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Salicaceae,Casearia,sylvestris,,,small tree,fruit_length,0.4,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,september,october,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Salicaceae,Casearia,sylvestris,,,small tree,fruit_diameter,0.4,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,september,october,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Salicaceae,Casearia,sylvestris,,,small tree,fruit_freshmass,0.2,g,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,september,october,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Salicaceae,Casearia,sylvestris,,,small tree,seed_number,4.8,,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,september,october,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Ulmaceae,Trema,micrantha,,,small tree,fruit_length,3.5,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,february,march,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Ulmaceae,Trema,micrantha,,,small tree,fruit_diameter,3,cm,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,february,march,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Ulmaceae,Trema,micrantha,,,small tree,fruit_freshmass,0.17,g,,,,,30,,native,,,,,zoochory,birds,,,,,,,,,,,,,red,february,march,,,,,,,,,literature,04/2008 - 03/2009,brazil,são paulo,corumbataí,usina-parque do corumbataí (upc).,atlantic forest,semi-deciduous forest patches,,,"athiê & dias, 2012",https://doi.org/10.1590/s0102-33062012000100010,"athiê, s., & dias, m. m. (2012). frugivoria por aves em um mosaico de floresta estacional semidecidual e reflorestamento misto em rio claro, são paulo, brasil. acta botanica brasílica, 26, 84-93.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
