Family,Genus,Species,Genus corrected,Species corrected,Growth form,Plant traits,Plant trait value,Trait unit,Minimun value,Maximum value,Trait range mean value,Trait range unit,Sample size value,Sample unit,Origin,Deciduousness,Succession,Nitrogen fixing,Shade tolerance,Dispersal syndrome,Dispersal group,Pollination,Pollination group,Sexual system,Reproductive system,Resprouting capsule,Flower color 1,Flower color 2,Flowering period start,Flowering period end,Flower shape,Odour,Anthesis time,Fruit color,Fruit period start,Fruit period end,Fruit type,Fruit dehiscence,Fruit secundary structure,Seed color,Seed arillus,Arrilus color,Usefulness,Usefulness group,Source,Study Date,Study Country,Study State,Study City,Study Area,Study Bioma,Physiognomy type,Database DOI,Full Reference APA Database,Reference citation,Paper DOI,Full reference APA,Created At,Created By,Modified At,Modified By,Editor Name,Editor Email,Additional Notes
Rosaceae,Prunus,myrtifolia,,,tree,max_height,16,m,,,,,,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rosaceae,Prunus,myrtifolia,,,tree,wood_density,0.64,g/cm³,,,0.011,SE,30,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rosaceae,Prunus,myrtifolia,,,tree,sla,157,cm²g-¹,,,11,SE,575,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rosaceae,Prunus,myrtifolia,,,tree,la,12,cm²,,,1.1,SE,575,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Euphorbiaceae,Sapium,glandolusum,,,tree,max_height,16,m,,,,,,,native,deciduous,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Euphorbiaceae,Sapium,glandolusum,,,tree,wood_density,0.38,g/cm³,,,0.011,SE,43,,native,deciduous,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Euphorbiaceae,Sapium,glandolusum,,,tree,sla,131,cm²g-¹,,,6.1,SE,400,,native,deciduous,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Euphorbiaceae,Sapium,glandolusum,,,tree,la,21,cm²,,,0.6,SE,400,,native,deciduous,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Schinus,terebenthifolius,,,tree,max_height,15,m,,,,,,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Schinus,terebenthifolius,,,tree,wood_density,0.52,g/cm³,,,0.01,SE,40,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Schinus,terebenthifolius,,,tree,sla,151,cm²g-¹,,,9.7,SE,800,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Schinus,terebenthifolius,,,tree,la,57,cm²,,,3.3,SE,800,,native,evergreen,,,,biotic,,,,,,,,,,,,,,,,,fleshy,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Asteraceae,Vernonanthura,discolor,,,tree,max_height,12,m,,,,,,,native,evergreen,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Asteraceae,Vernonanthura,discolor,,,tree,wood_density,0.33,g/cm³,,,0.009,SE,25,,native,evergreen,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Asteraceae,Vernonanthura,discolor,,,tree,sla,97,cm²g-¹,,,13.3,SE,450,,native,evergreen,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Asteraceae,Vernonanthura,discolor,,,tree,la,51,cm²,,,7.2,SE,450,,native,evergreen,,,,abiotic,,,,,,,,,,,,,,,,,dry,indehiscent,,,,,,,literature,,brazil,paraná,capão do tigre,,,,,,"schlickmann et al., 2020",https://doi.org/10.1016/j.ecolind.2020.106477,"schlickmann, m. b., da silva, a. c., de oliveira, l. m., matteucci, d. o., machado, f. d., cuchi, t., ... & higuchi, p. (2020). specific leaf area is a potential indicator of tree species sensitive to future climate change in the mixed subtropical forests of southern brazil. ecological indicators, 116, 106477.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Fabaceae,Acacia,mangium,,,tree,plant_height,15.1,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,09/1995 - 08/1997,indonésia,,,,,,,,"hero saharjo & watanabe, 2000",https://doi.org/10.1016/s0378-1127(99)00189-9,"saharjo, b. h., & watanabe, h. (2000). estimation of litter fall and seed production of acacia mangium in a forest plantation in south sumatra, indonesia. forest ecology and management, 130(1-3), 265-268.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,trichotoma,,,tree,sla,64.07,cm²g-¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,rio grande do sul,dona francisca,,,,,,"missio, 2020",https://doi.org/10.1590/1806-908820200000023,"missio, francieli de fátima et al. functional attributes as ecological predictors during secondary succession in a seasonal deciduous forest in southern brazil. revista árvore, v. 44, 2020.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,trichotoma,,,tree,la,38.95,cm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,rio grande do sul,dona francisca,,,,,,"missio, 2020",https://doi.org/10.1590/1806-908820200000023,"missio, francieli de fátima et al. functional attributes as ecological predictors during secondary succession in a seasonal deciduous forest in southern brazil. revista árvore, v. 44, 2020.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,sla,142.54,cm²g-¹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,rio grande do sul,dona francisca,,,,,,"missio, 2020",https://doi.org/10.1590/1806-908820200000023,"missio, francieli de fátima et al. functional attributes as ecological predictors during secondary succession in a seasonal deciduous forest in southern brazil. revista árvore, v. 44, 2020.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,la,21.74,cm²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,rio grande do sul,dona francisca,,,,,,"missio, 2020",https://doi.org/10.1590/1806-908820200000023,"missio, francieli de fátima et al. functional attributes as ecological predictors during secondary succession in a seasonal deciduous forest in southern brazil. revista árvore, v. 44, 2020.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,seed_drymass,292.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"zangaro, 2003",https://www.jstor.org/stable/4091968,"zangaro, w. et al. resposta micorrizai e status sucessório em 80 espécies amadeiradas do sul do brasil. journal of tropical ecology, p. 315-324, 2003.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,trichotoma,,,tree,seed_drymass,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,,,,,,,,,"zangaro, 2003",https://www.jstor.org/stable/4091968,"zangaro, w. et al. resposta micorrizai e status sucessório em 80 espécies amadeiradas do sul do brasil. journal of tropical ecology, p. 315-324, 2003.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Apocynaceae,Aspidosperma,subincanum,,,tree,phenology,7,month,,,,,,,,,,,,,,,,,,,,,,,,,,,april,november,,,,,,,,,literature,,brazil,pará,,,,,,,"pereira et al., 2016",https://doi.org/10.1590/1676-0611-bn-2015-0080,"pereira, a. s. d. s., simoes, a. o., & santos, j. u. m. d. (2016). taxonomy of aspidosperma mart.(apocynaceae, rauvolfioideae) in the state of pará, northern brazil. biota neotropica, 16(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Apocynaceae,Aspidosperma,subincanum,,,tree,seed_lenght,5,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,april,november,,,,,,,,,literature,,brazil,pará,,,,,,,"pereira et al., 2016",https://doi.org/10.1590/1676-0611-bn-2015-0080,"pereira, a. s. d. s., simoes, a. o., & santos, j. u. m. d. (2016). taxonomy of aspidosperma mart.(apocynaceae, rauvolfioideae) in the state of pará, northern brazil. biota neotropica, 16(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Apocynaceae,Aspidosperma,subincanum,,,tree,seed_diametereter,3,cm,,,,,,,,,,,,,,,,,,,,,,,,,,,april,november,,,,,,,,,literature,,brazil,pará,,,,,,,"pereira et al., 2016",https://doi.org/10.1590/1676-0611-bn-2015-0080,"pereira, a. s. d. s., simoes, a. o., & santos, j. u. m. d. (2016). taxonomy of aspidosperma mart.(apocynaceae, rauvolfioideae) in the state of pará, northern brazil. biota neotropica, 16(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Astronium,fraxinifolium,,,tree,wood_density,1.09,g/cm³,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"wood: civil and naval construction, tool making and landscaping",literature,,,,,,,,,,"feitosa et al., 2011",https://doi.org/10.1590/s0100-67622011000300004,"feitosa, d. g., maltoni, k. l., cassiolato, a. m. r., & paiano, m. o. (2011). crescimento de mudas de gonçalo-alves (astronium fraxinifolium) sob diferentes fontes e doses de nitrogênio. revista árvore, 35, 401-411.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Astronium,fraxinifolium,,,tree,max_height,32,m,,,,,,,native,,,,light-demanding,,,,,,,,,,,,,,,,september,october,,,,,,,yes,bark: medicine; leaves: medicine; fruit: medicine; tree used for landscaping,literature,,brazil,distrito federal,luiziânia,parque alvorada,,,,,"moura, 2014",https://repositorio.unb.br/handle/10482/16929,"moura, c. m. (2014). contribuição à quimiotaxonomia de anacardiaceae: estudo fitoquímico e das atividades antifúngicas e antitumorais de astronium fraxinifolium schott ocorrente no cerrado.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Anacardiaceae,Astronium,fraxinifolium,,,tree,phenology,2,month,,,,,,,native,,,,light-demanding,,,,,,,,,,,,,,,,september,october,,,,,,,yes,bark: medicine; leaves: medicine; fruit: medicine; tree used for landscaping,literature,,brazil,distrito federal,luiziânia,parque alvorada,,,,,"moura, 2014",https://repositorio.unb.br/handle/10482/16929,"moura, c. m. (2014). contribuição à quimiotaxonomia de anacardiaceae: estudo fitoquímico e das atividades antifúngicas e antitumorais de astronium fraxinifolium schott ocorrente no cerrado.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Alseis,floribunda,,,tree,plant_height,8.2,m,,,3.3,SD,37,,,,,,light-demanding,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,paraná,,fazenda doralice,,,,,"bianchini et al., 2010",issn : 0001-3765,"bianchini, e., garcia, c. c., pimenta, j. a., & torezan, j. (2010). slope variation and population structure of tree species from different ecological groups in south brazil. anais da academia brasileira de ciências, 82(3), 643-652.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,plant_height,7.4,m,,,2.6,SD,29,,,,,,shade-tolerant,,,,,,,,,,,,,,,,,,,,,,,,,,literature,,brazil,paraná,,fazenda doralice,,,,,"bianchini et al., 2010",issn : 0001-3765,"bianchini, e., garcia, c. c., pimenta, j. a., & torezan, j. (2010). slope variation and population structure of tree species from different ecological groups in south brazil. anais da academia brasileira de ciências, 82(3), 643-652.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,fruit_length,2.05,cm,1.5,3,0.54,SD,200,,,,,,,zoochory,"mammals, insects, birds",biotic,insects,,,,,,,,,,,yellow,may,november,fleshy,,,brown,absent,,,,literature,,brazil,rio grande do sul,,frederico westphalen,,,,,"felippi et al., 2008",http://dx.doi.org/10.5380/rf.v38i2.11618,"felippi, m., grossi, f., nogueira, a. c., & kuniyoshi, y. s. (2008). fenologia e germinação de sementes de aguai, chrysophyllum gonocarpum (mart. & eichl.) engl. floresta, 38(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,fruit_diameter,1.8,cm,1.2,2,0.45,SD,200,,,,,,,zoochory,"mammals, insects, birds",biotic,insects,,,,,,,,,,,yellow,may,november,fleshy,,,brown,absent,,,,literature,,brazil,rio grande do sul,,frederico westphalen,,,,,"felippi et al., 2008",http://dx.doi.org/10.5380/rf.v38i2.11618,"felippi, m., grossi, f., nogueira, a. c., & kuniyoshi, y. s. (2008). fenologia e germinação de sementes de aguai, chrysophyllum gonocarpum (mart. & eichl.) engl. floresta, 38(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,seed_lenght,1.67,cm,1.2,2.1,0.36,SD,100,,,,,,,zoochory,"mammals, insects, birds",biotic,insects,,,,,,,,,,,yellow,may,november,fleshy,,,brown,absent,,,,literature,,brazil,rio grande do sul,,frederico westphalen,,,,,"felippi et al., 2008",http://dx.doi.org/10.5380/rf.v38i2.11618,"felippi, m., grossi, f., nogueira, a. c., & kuniyoshi, y. s. (2008). fenologia e germinação de sementes de aguai, chrysophyllum gonocarpum (mart. & eichl.) engl. floresta, 38(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,seed_diametereter,0.71,cm,0.6,0.95,0.08,SD,100,,,,,,,zoochory,"mammals, insects, birds",biotic,insects,,,,,,,,,,,yellow,may,november,fleshy,,,brown,absent,,,,literature,,brazil,rio grande do sul,,frederico westphalen,,,,,"felippi et al., 2008",http://dx.doi.org/10.5380/rf.v38i2.11618,"felippi, m., grossi, f., nogueira, a. c., & kuniyoshi, y. s. (2008). fenologia e germinação de sementes de aguai, chrysophyllum gonocarpum (mart. & eichl.) engl. floresta, 38(2).",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,max_height,20,m,,,,,,,,,,,,biotic,,,,,self_compatible,,,,,,,,,,august,october,,,,,,,,,literature,,brazil,paraná,londrina,parque estadual mata dos godoy,,,,,"bianchini et al., 2006",http://dx.doi.org/10.1590/s0100-84042006000400009,"bianchini, e., pimenta, j. a., & santos, f. a. m. d. (2006). fenologia de chrysophyllum gonocarpum (mart. & eichler) engl.(sapotaceae) em floresta semidecídua do sul do brasil. brazilian journal of botany, 29, 595-602.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,phenology,2,month,,,,,,,,,,,,biotic,,,,,self_compatible,,,,,,,,,,august,october,,,,,,,,,literature,,brazil,paraná,londrina,parque estadual mata dos godoy,,,,,"bianchini et al., 2006",http://dx.doi.org/10.1590/s0100-84042006000400009,"bianchini, e., pimenta, j. a., & santos, f. a. m. d. (2006). fenologia de chrysophyllum gonocarpum (mart. & eichler) engl.(sapotaceae) em floresta semidecídua do sul do brasil. brazilian journal of botany, 29, 595-602.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,,phenology,2,month,,,,,,,,,,,,,,,,,,,,,,,,,,,august,october,,,,,,,,,literature,,brazil,,,,,,,,"prado et al., 2015",https://doi.org/10.1590/1519-6984.12413,"prado, j., schiavini, i., vale, v., lopes, s., arantes, c., & oliveira, a. p. (2015). functional leaf traits of understory species: strategies to different disturbance severities. brazilian journal of biology, 75, 339-346.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,plant_height,21,m,,,,,,,native,,,,,,,,,"monoecious, dioecious",,,,,,,,,,"yellow, brown",february,october,,,,brown,,,,,literature,,brazil,espirito santo,,,,,,,"sossai et al., 2017",https://doi.org/10.1590/2175-7860201768519,"sossai, b. g., & alves-araújo, a. (2017). flora do espírito santo: chrysophyllum (sapotaceae). rodriguésia, 68, 1857-1870.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,phenology,8,month,,,,,,,native,,,,,,,,,"monoecious, dioecious",,,,,,,,,,"yellow, brown",february,october,,,,brown,,,,,literature,,brazil,espirito santo,,,,,,,"sossai et al., 2017",https://doi.org/10.1590/2175-7860201768519,"sossai, b. g., & alves-araújo, a. (2017). flora do espírito santo: chrysophyllum (sapotaceae). rodriguésia, 68, 1857-1870.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",max_height,2.42,m,0.53,,,,36,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",fruit_length,0.9,cm,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",fruit_freshmass,0.5,g,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",fruit_lipid,0.04,% dry mass,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",fruit_protein,7.9,% dry mass,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",fruit_totalc,48.3,% dry mass,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Solenaceae,Acnistus,arborescens,,,"tree, shrub",seed_lenght,0.15,cm,,,,,,,native,,,,,zoochory,birds,,,,,,,,,,,,,orange,september,january,fleshy,,,,,,,,literature,12/2016 - 11/2018,brazil,são paulo,paranapanema,,,,,,"camargo et al., 2020",https://doi.org/10.1111/1365-2664.13697,"camargo phsa, pizo ma, brancalion phs, carlo ta. fruit traits of pioneer trees structure seed dispersal across distances on tropical deforested landscapes: implications for restoration. j appl ecol. 2020;57:2329 2339.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
